Tags added by POP - Ugly,Clean,Mitch's Category,Laura's Category
strasbourgfrance,"Strasbourg, France",Person,Person
,Strassburg (Germany),,
strasserchristophorus,"Strasser, Christophorus",Person,Person
stratfordderedcliffestratfordcanningviscount17861880,"Stratford de Redcliffe, Stratford Canning, Viscount, 1786-1880",Person,Person
,"Strathmore, John Bowes, Earl of, 1769-1820",,
,"Straub, Lukas, active 1645-1692",,
strážkyslovakia,Strážky (Slovakia),Place,Place
strialiuszpomnoušebohuslav1573ca1631,"Strialius z Pomnouše, Bohuslav, 1573- ca. 1631",Person,Person
strialiusbohuslav1573ca1631,"Strialius, Bohuslav, 1573-ca. 1631",Person,Person
strialiusbohuslaw1573ca1631,"Strialius, Bohuslaw, 1573-ca. 1631",Person,Person
stricklandgeorge17821874,"Strickland, George, 1782-1874",Person,Person
,"Striglioni, Gio Mattia, 1628-1685",,
stroehlinernest18441907,"Stroehlin, Ernest, 1844-1907",Person,Person
stroehlingaspardernest18441907,"Stroehlin, Gaspard Ernest, 1844-1907",Person,Person
stronconeitaly,Stroncone (Italy),Place,Place
strongisobel18581953,"Strong, Isobel, 1858-1953",Person,Person
strozziciriaco15041565,"Strozzi, Ciriaco, 1504-1565",Person,Person
stuartjjames17801853,"Stuart, J. (James), 1780-1853",Person,Person
,"Stuart, James, Sir, 1780-1853",,
,"Stubbs, William, 1825-1901",,
stuchsgeorg1520,"Stuchs, Georg, -1520",Person,Person
,"Stumpfius, Johannes(?)",,
,Stuttgart (Germany),,
,"Suardi-Ponti, Antonia, 1860-1938",,
suardipontiantoniacontessa,"Suardi-Ponti, Antonia, contessa",Person,Person
subivanajoseph,"Subivana, Joseph",Person,Person
,"Successor of Petrus Hagenbach, active 1503-1511",,
,"Sudre, Léopold, b. 1855",,
,"Suetonius, approximately 69-approximately 122",,
suffolk,Suffolk,,Family
suffolkarms,Suffolk arms,,Type Provenance
,Sulpicia,,
sultzbachgiovanni,"Sultzbach, Giovanni",Person,Person
sulzerdavid16851762,"Sulzer, David, 1685-1762",Person,Person
sumfranciscidanielisaurelii,Sum Francisci Danielis Aurelii,,Type Provenance
sumliberdrugonis,Sum liber Drugonis,,Type Provenance
,Summa contra gentiles,,
,Summa theologica. Secunda secundae,,
,Supplementum chronicarum,,
,Surrey (England),,
,"Sutor, Martinus",,
,"Sutoris, Petrus",,
,"Sutterus, Melchior",,
,Swabia (Germany),,
swales,Swales,,Misc
swans,Swans,Animal,Animal
swc5b8747561w,SwC5 B8747 561w,Call Number,Call Number
swc5d2629535d,SwC5 D2629 535d,Call Number,Call Number
swc5ec594539b,SwC5 Ec594 539b,Call Number,Call Number
swc5g4597516d,SwC5 G4597 516d,Call Number,Call Number
swc5g4597535i,SwC5 G4597 535i,Call Number,Call Number
swc5su773502r,SwC5 Su773 502r,Call Number,Call Number
swc5su773503m,SwC5 Su773 503m,Call Number,Call Number
swc5su773503m1506,SwC5 Su773 503m 1506,Call Number,Call Number
swc5v1432514m,SwC5 V1432 514m,Call Number,Call Number
swc5v1432521kb,SwC5 V1432 521kb,Call Number,Call Number
swc5v1432521v,SwC5 V1432 521v,Call Number,Call Number
swc5v1432521vb,SwC5 V1432 521vb,Call Number,Call Number
swc5v1432522w,SwC5 V1432 522w,Call Number,Call Number
swc5w8204929h,SwC5 W8204 929h,Call Number,Call Number
swc55f9158592b,SwC55 F9158 592b,Call Number,Call Number
swc55g9464605h,SwC55 G9464 605h,Call Number,Call Number
swc55h4403560c,SwC55 H4403 560c,Call Number,Call Number
swc55l3848570d1575,SwC55 L3848 570d 1575,Call Number,Call Number
swc55si463576d,SwC55 Si463 576d,Call Number,Call Number
swc55st936577v,SwC55 St936 577v,Call Number,Call Number
swc55st936592c,SwC55 St936 592c,Call Number,Call Number
swc65b4581744,SwC65 B458 1744,Call Number,Call Number
swc65d7398673a,SwC65 D7398 673a,Call Number,Call Number
swc65si463652m,SwC65 Si463 652m,Call Number,Call Number
swc75b8313752s,SwC75 B8313 752s,Call Number,Call Number
swc75g3333eh773m,SwC75 G3333 Eh773m,Call Number,Call Number
swc75w9968eh837m1844,SwC75 W9968 Eh837m 1844,Call Number,Call Number
sweden,Sweden,Place,Place
swedensovereign17201751fredriki,Sweden. Sovereign (1720-1751 : Fredrik I),Person,Person
sweynheimkonrad1477,"Sweynheim, Konrad, -1477",Person,Person
świdnicapoland,Świdnica (Poland),Place,Place
swiftf,"Swift, F.",Person,Person
,"Swinburne, Edward, 1733-1786",,
swinburnejohnedward17621860,"Swinburne, John Edward, 1762-1860",Person,Person
,"Swineshead, Richard",,
swisscultureclasscollection,Swiss Culture Class Collection,,Collection
switzerland,Switzerland,,Place
sykesmarkmastermansir17711823,"Sykes, Mark Masterman, Sir, 1771-1823",Person,Person
,"Symmons, John, 1745-1831",,
,"Symonds, John Addington, 1840-1893",,
,Symons Bequest,,
,"Symons, G. J. (George James), 1838-1900",,
,"Symons, George",,
,"Syngisbie, W",,
systonparklibrarylincolnshireengland,"Syston Park Library (Lincolnshire, England)",Hybrid,Hybrid
széchényiferencgróf17541820,"Széchényi, Ferenc, gróf, 1754-1820",Person,Person
,Szprotawa (Poland),,
tc,T C,Monogram,Monogram
tcd,T C D,Monogram,Monogram
tm,T M,Monogram,Monogram
tw,T W,Monogram,Monogram
,T. Payne and Son,,
twantonio,"T., W. Antonio",Person,Person
tablature,Tablature,Physical,Physical
tacketedbindings,Tacketed bindings,Physical,Physical
tackets,Tackets,Physical,Physical
taggartwtwalterthomas18721938,"Taggart, W. T. (Walter Thomas), 1872-1938",Person,Person
,"Tagiuri, Clemente Corrado, 19th cent.",,
tailpieces,Tailpieces,Physical,Physical
,"Talenti, Bartolomeo Antonio, 1710-1779",,
talluspetrus,"Tallus, Petrus",Person,Person
tankervilleearlsof,"Tankerville, Earls of",Person,Person
,"Tarquinius Collatinus, Lucius",,
,"Tarquinius Superbus, Lucius, King of Rome, fl. 534-510 B.C.",,
,"Tarquinius, Sextus",,
,"Tartagni, Jacopo",,
,"Tasch von Loewenhorn, Johann",,
taskerfredericktalbotb1835,"Tasker, Frederick Talbot, b. 1835",Person,Person
,"Tasso, Torquato, 1544-1595",,
taylorgeorge,"Taylor, George",Person,Person
,"Taylor, John",,
taylorrobert17601839,"Taylor, Robert, 1760-1839",Person,Person
taylourrobert17601839,"Taylour, Robert, 1760-1839",Person,Person
,"Tebaldeo, Antonio, 1463-1537",,
tegernseeabbey,Tegernsee (Abbey),Entity,Organization
tegernseebavaria,Tegernsee (Bavaria),Place,Place
teillarddeyryjeanbaptisteclaude17811845,"Teillard d'Eyry, Jean-Baptiste Claude, 1781-1845",Person,Person
,"Teillard, J.B.C.",,
teisendorfgermany,Teisendorf (Germany),Place,Place
,"Telserus, Johannes",,
,"Temler, C(?)",,
,"Temple, Robert",,
teodorijoseph,"Teodori, Joseph",Person,Person
,"Teodori, Thomas",,
terzifamily,Terzi family,,Family
,Teutonic Knights,,
,"Thanner, Jakob, fl. 1498-1529",,
thayeredwardn,"Thayer, Edward N.",Person,Person
thedaysdoings,The Days' Doings,,Title
theatineinscriptions,Theatine inscriptions,,Type Provenance
theatinestamps,Theatine stamps,,Type Provenance
,"Theatinerkirche (Munich, Germany)",,
theatines,Theatines,,Organization
,"Theisen, Joseph M.",,
,Theorica musica,,
,Theorica musicae,,
,Theoxena,,
,Theseus (Greek mythology),,
,"Theuer, Max, 1878-1948",,
,"Theuer, Max, b. 1878",,
thibaronechaubard,Thibaron-Echaubard,,Person
,"Thibaut, G.",,
thiboutg,"Thibout, G.",Person,Person
,"Thierry, Thibaut Gaspard",,
,"Thirlauff, Joannes Michael",,
,"Thirty Years' War, 1618-1648",,
,Thisbe (Legendary character),,
,Thoas,,
thomadajosephus,"Thomada, Josephus",Person,Person
,Thomas Baker (Firm),,
thomasbryanrichardsfsa,"Thomas Bryan Richards, F.S.A",Person,Person
,Thomas Randall,,
,Thomas Thorp (Firm),,
thomasaquinassaint12251274,"Thomas, Aquinas, Saint, 1225?-1274",Person,Person
thomasstanfordcharles18581932,"Thomas-Stanford, Charles, 1858-1932",Person,Person
,"Thompson, Beilby, 1742-1799",,
,"Thompson, John Peter",,
thompsonrobertellis18441924,"Thompson, Robert Ellis, 1844-1924",Person,Person
thorinernest,"Thorin, Ernest",Person,Person
,"Thorin, Ernest, b. 1834",,
thoroldfamily,Thorold family,,Family
thoroldjohnhayfordsir17731831,"Thorold, John Hayford, Sir, 1773-1831)",Person,Person
,"Thorold, John, Sir, 1734-1815",,
thoroldrf,"Thorold, R. F.",Person,Person
thorpethomas1874,"Thorpe, Thomas, -1874",Person,Person
thoujacquesaugustede15531617,"Thou, Jacques-Auguste de, 1553-1617",Person,Person
throeingethomas,"Throeinge, Thomas",Person,Person
thueringischesstaatsarchivmeiningen,Thueringisches Staatsarchiv Meiningen,,Organization
,"Thun-Hohenstein, Franz Anton, II, Graf, 1809-1870",,
,Thuringia (Germany),,
thüringischesstaatsarchivmeiningen,Thüringisches Staatsarchiv Meiningen,,Organization
thynnejohnbaroncarteretofhawnes17721849,"Thynne, John, Baron Carteret of Hawnes, 1772-1849",Person,Person
,"Thyraeus, Petrus, 1546-1601",,
,"Tiberius, Emperor of Rome, 42 B.C.-37 A.D.",,
,Tibullus,,
,"Tiene, Gaetano, 1387-approximately 1462",,
ties,Ties,Physical,Physical
tigers,Tigers,Animal,Animal
,"Tilley, Arthur Augustus, 1851-1942.",,
tinnolijovani,"Tinnoli, Jovani",Person,Person
tinnulusjohannes15291591,"Tinnulus, Johannes, 1529-1591",Person,Person
tirantivittorioemilio,"Tiranti, Vittorio Emilio",Person,Person
tirolerlandesmuseumferdinandeum,Tiroler Landesmuseum Ferdinandeum,,Organization
,Titanus,,
titleslips,Title slips,,Type Provenance
toads,Toads,Animal,Animal
tobiasbiblicalfigure,Tobias (Biblical figure),,Person
,"Toerring, Hans Sigmund von, Graf von Törring und Tengling, 1582-1636",,
toledospain,Toledo (Spain),Place,Place
,"Toledo, Francisco, 1532-1596",,
tollemachelionelb1562,"Tollemache, Lionel, b. 1562?",Person,Person
tolmachelionel,"Tolmache, Lionel",Person,Person
,"Toma, Giacomo de",,
tomadajoseph,"Tomada, Joseph",Person,Person
,"Tomitano, Giulio Bernardino,‏ ‎ 1761-1828‏",,
tomitanogiuliobernardino17611828,"Tomitano, Giulio Bernardino, 1761-1828",Person,Person
,Tomyris,,
toolejohnlawrence18301906,"Toole, John Lawrence, 1830-1906",Person,Person
tools,Tools,Animal,Animal
töpslfranziscus17111796,"Töpsl, Franziscus, 1711-1796",Person,Person
,"Torquemada, Juan de, 1388-1468",,
,"Torre di Rezzonico, Carlo Castone della, 1742-1796",,
,"Torrentino, Lorenzo, -1563",,
torrentinolorenzod1563,"Torrentino, Lorenzo, d. 1563",Person,Person
,"Torresanus, Andreas, de Asula, 1451-1529",,
,"Torti, Battista, active 1481-1536",,
,"Torti, Battista, fl. 1481-1536",,
tortoises,Tortoises,Animal,Animal
toulousefrance,Toulouse (France),Place,Place
townshendmaryd1776,"Townshend, Mary, d. 1776",Person,Person
,Trabalza,,
,Tractatus contra vicia,,
,Tractatus quidam de Turcis,,
tramezzinomicheled1579,"Tramezzino, Michele, d. 1579",Person,Person
transamgeorge,"Transam, George",Person,Person
,Transylvania (Romania),,
tranteredithbarbara,"Tranter, Edith Barbara",Person,Person
,Trautskirchen (Germany),,
,"Trembley, J P",,
,"Trembley, Jean-Pierre",,
trentoitaly,Trento (Italy),Place,Place
tresielsamuel,"Tresiel, Samuel",Person,Person
,"Trevelyan, Florence 1852-1907",,
trevisoitaly,Treviso (Italy),Place,Place
tricaricoitaly,Tricarico (Italy),Place,Place
tricirculusfranciscus,"Tricirculus, Franciscus",Person,Person
,Trier (Germany),,
,"Trier, Karl von, d. 1324",,
,"Trinity College (Dublin, Ireland)",,
trinitycollegeuniversityofcambridgelibrary,Trinity College (University of Cambridge). Library,Entity,Organization
,Trinity College Cambridge,,
,Trionfi,,
,Tripoli,,
,Tristan,,
tristanimaurelio,"Tristani, Maurelio",Person,Person
tristramhbhenrybaker18221906,"Tristram, H. B. (Henry Baker), 1822-1906",Person,Person
trithemiusjohannes14621516,"Trithemius, Johannes, 1462-1516",Person,Person
troilopiccolominilibrary,Troilo Piccolomini Library,,Organization
troilovonlessothfranzgottfriedca1583ca1648,"Troilo von Lessoth, Franz Gottfried, ca 1583-ca 1648",Person,Person
troilofranzgottfriedca1583ca1648,"Troilo, Franz Gottfried, ca. 1583-ca. 1648",Person,Person
trojanhorse,Trojan Horse,,Misc
,Trojan War,,
trollebondegustaf17731855,"Trolle-Bonde, Gustaf, 1773-1855",Person,Person
tromlerth,"Tromler, T. H.",Person,Person
,"Tronchin, Henry, b. 1853",,
troosternestkasparmax18191863,"Troost, Ernest Kaspar Max, 1819-1863",Person,Person
troostmax,"Troost, Max",Person,Person
,Trotter,,
,Trotter family,,
trotterhenryofmortounhall,"Trotter, Henry, of Mortoun-Hall",Person,Person
,"Trotter, John, 1667-1718",,
,"Trotti, Bernardo, d. 1595",,
,Troy (Extinct city),,
,"Truchi, Cesare",,
,"Truchsess von Waldburg, Otto, 1514-1573",,
tsc,tsc,,Misc
,Tübingen (Germany),,
tudorrose,Tudor rose,,Misc
,Tuisco,,
,Tuisto,,
,Tullia,,
,"Tunati, Tomaso",,
tunbridgewellsengland‏,Tunbridge Wells (England)‏,Place,Place
turinitaly,Turin (Italy),Place,Place
,Turks,,
,"Turner, Robert S.‏  (Robert Samuel), 1818-1887‏",,
turtledoves,Turtledoves,Animal,Animal
turtles,Turtles,Animal,Animal
,"Turton, William, ‎1762-1835‏",,
,"Twopenny, William, 1817-1889",,
,"Tydeman, Meinard, 1741-1825",,
,"Tyrawly, James O'Hara, Baron, 1690-1773",,
tyroleanstatemuseum,Tyrolean State Museum,,Organization
,"Überlingen (Bodenseekreis, Germany)",,
uccellinigiovannibattista,"Uccellini, Giovanni Battista",Person,Person
uffenbachzachariaskonradvon16831734,"Uffenbach, Zacharias Konrad von, 1683-1734",Person,Person
ufficiodirevisionedellastampa,Ufficio di revisione della stampa,,Organization
ulenbachgb,"Ulenbach, G. B.",Person,Person
ulhartphilippd1567or8,"Ulhart, Philipp, d. 1567 or 8",Person,Person
uliziobgeorge,"Ulizio, B. George",Person,Person
ulmgermany,Ulm (Germany),Place,Place
,"Ulmann, Carl J. (Carl Joseph), b. 1863",,
ulricsaintbishopofaugsburg890973,"Ulric, Saint, Bishop of Augsburg, 890-973",Person,Person
,"Ulrich, Herzog zu Mecklenburg, 1527-1603",,
,"Umber, Sibyllinus",,
umbrellas,Umbrellas,,Misc
,"Ungelter von Diessenhausen, Wolf Jacob, b. 1596",,
,"Ungut, Meinard, -1499?",,
unicorns,Unicorns,,Animal
unidentifed,Unidentifed,,Status
unidentified,Unidentified,,Status
universitaetsbibliothekjena,Universitaetsbibliothek Jena,,Organization
,Universität Freiburg im Breisgau,,
,Universität Rostock,,
,Universität Wien,,
universitätsbibliothekeichstätt,Universitätsbibliothek Eichstätt,,Organization
,Universitätsbibliothek Freiburg im Breisgau,,
,Universitätsbibliothek Graz,,
,Universitätsbibliothek Heidelberg,,
universitätsbibliothekhelmstedt,Universitätsbibliothek Helmstedt,,Organization
universitätsbibliothekjena,Universitätsbibliothek Jena,,Organization
,Universitätsbibliothek Leipzig,,
universitätsbibliothekmünchen,Universitätsbibliothek München,,Organization
universitätsbibliothekrostock,Universitätsbibliothek Rostock,,Organization
,Université catholique de Louvain (1835-1969),,
,Université de Louvain (1425-1797),,
,Université de Louvain (1425-1797). Bibliothèque,,
universitédeparis,Université de Paris,,Organization
,Universiteit van Amsterdam. Bibliotheek,,
universityofoxford,University of Oxford,,Organization
universityofpennsylvania,University of Pennsylvania,,Organization
universityofpennsylvaniadeptofclassicalstudies,University of Pennsylvania. Dept. of Classical Studies,,Organization
,University of Pennsylvania. Library. Friends,,
univerzitakarlova,Univerzita Karlova,,Organization
,Univerzita Palackého v Olomouci‏,,
unwinmatthewd1786,"Unwin, Matthew, d. 1786",Person,Person
,Urach (Germany),,
,Urania (Greek deity),,
urbaniaitaly,Urbania (Italy),Place,Place
urbanusvincentius,"Urbanus, Vincentius",Person,Person
urbinoduchy,Urbino (Duchy),Place,Place
urbinoitaly,Urbino (Italy),Place,Place
uriarteangel,"Uriarte, Angel",Person,Person
ursiusfranciscus,"Ursius, Franciscus",Person,Person
,"Ursula, Saint",,
utensils,Utensils,,Misc
,Utica (N.Y.),,
uticany,"Utica, N.Y.",Place,Place
,Utrecht,,
uvarovasalekseĭsergeevichgraf18281884,"Uvarov, A. S. (Alekseĭ Sergeevich), graf, 1828-1884",Person,Person
uvedalerobert16421722,"Uvedale, Robert, 1642-1722",Person,Person
vg,V G,Monogram,Monogram
vb,V.B.,Monogram,Monogram
vagetheinrich15871659,"Vaget, Heinrich, 1587-1659",Person,Person
,Vailima (Samoa),,
,"Val des Ecoliers (Religious order) (Verbiesles, France)",,
,Valais (Switzerland),,
valckmanjacob,"Valckman, Jacob",Person,Person
valdruche,"Valdruch, E.",Person,Person
,"Valentini, Fernando",,
valentinusantonius,"Valentinus, Antonius",Person,Person
,"Valeriani, Giovanni Battista",,
,"Valgrisi, Vincenzo, fl. 1540-1572",,
,"Valier, Agostino, 1530-1606",,
,"Valla, Nicolaus, d. 1568",,
valladolidspain,Valladolid (Spain),Place,Place
valsecchipietro,"Valsecchi, Pietro",Person,Person
valsecchispetrusde,"Valsecchis, Petrus de",Person,Person
valvassorigiovanniandreafl15101572,"Valvassori, Giovanni Andrea, fl. 1510-1572",Person,Person
vancortlandtofcanada,Van Cortlandt of Canada,,Hybrid
,"Van Cortlandt, Edward, 1805-1875",,
vandenbrandenfranciscus,"Van den Branden, Franciscus",Person,Person
vanderhellemonsieur,"Van der Helle, Monsieur",Person,Person
vanmarke,Van Marke,,Person
vanrensselaerjohnking18471909,"Van Rensselaer, John King, 1847-1909",Person,Person
vanschaackpeter17471832,"Van Schaack, Peter, 1747-1832",Person,Person
vanwinklewilliammitchellb1885,"Van Winkle, William Mitchell, b. 1885",Person,Person
vanzoelen,Van Zoelen,,Person
vanzoelendc,"Van Zoelen, D. C.",Person,Person
vandenbempdejohnstonerichardsir17321807,"Vanden-Bempde-Johnstone, Richard, Sir, 1732-1807",Person,Person
vanniusgabrielis,"Vannius, Gabrielis",Person,Person
vareedwinh18961975,"Vare, Edwin H., 1896-1975",Person,Person
,"Varesi, Giuseppe, 18th cent.",,
varillasmonsieurantoine16241696,"Varillas, Monsieur (Antoine), 1624-1696",Person,Person
,Vasoli,,
vassuradomenico,"Vassura, Domenico",Person,Person
,"Vatter, Hanns, von Mellingen",,
,"Vaughan, Robert, 17th cent.",,
,"Vaughan, Wilmot, Earl of Lisburne, 1730-1800",,
vaulserrefrance,Vaulserre (France),Place,Place
,VD 16 A 1352,,
,Vecchi,,
veesenmeyergeorg17601833,"Veesenmeyer, Georg, 1760-1833",Person,Person
,"Vegio, Maffeo, 1406 or 7-1458",,
veldejeanfrançoisvande17431823,"Velde, Jean François van de, 1743-1823",Person,Person
vellum,Vellum,Physical,Physical
veniceitaly,Venice (Italy),Place,Place
,"Ventura, Comino, d. 1617",,
venturifrancesco15761614,"Venturi, Francesco, 1576-1614",Person,Person
,Venus (Roman deity),,
venutifrancesco,"Venuti, Francesco",Person,Person
verardantoineapproximately1513,"Verard, Antoine, -approximately 1513",Person,Person
,"Verbeyst, Jan Baptist 1770-1849",,
,Verbist,,
verboltnicolausfl1619,"Verbolt, Nicolaus, fl. 1619",Person,Person
,"Vercellensis, Albertinus, active 1499-1508",,
,"Vergerio, Pietro Paolo, 1370-1444",,
,Verginia,,
,Verginius,,
verlagwernercronbach,Verlag Werner Cronbach,,Person
vernongeorgevenablesvernonbaron17351813,"Vernon, George Venables-Vernon, Baron, 1735-1813",Person,Person
,"Veroli, Giorgio di",,
veronaitaly,Verona (Italy),Place,Place
,"Veronensis, Paulus",,
versaillesfrance,Versailles (France),Place,Place
verses,Verses,Type,Genre
,"Versor, Johannes, -approximately 1485",,
,"Vesalius, Andreas, 1514-1564",,
,"Veterani Antaldi, Lavinia",,
,Veturia,,
,Veuve Niédrée,,
,Vevey (Switzerland),,
vialisalbert,"Vialis, Albert",Person,Person
vicentiusjosephus,"Vicentius, Josephus",Person,Person
vicenzaitaly,Vicenza (Italy),Place,Place
,"Vickery, Willis, 1857-1932",,
,"Vidoué, Pierre, d. 1543",,
,Vidua Ulrici Morhardi,,
viennaaustria,Vienna (Austria),Place,Place
viennefrance,Vienne (France),Place,Place
vierifrancescodefl15471590,"Vieri, Francesco de, fl. 1547-1590",Person,Person
,"Vietor, Hieronymus, d. 1546",,
,"Vigano, Luigi, b. 1877",,
vigevanoitaly,Vigevano (Italy),Place,Place
,"Vigilius, Andreas",,
vigneaupetrus,"Vigneau, Petrus",Person,Person
vigneaupierre,"Vigneau, Pierre",Person,Person
vigopietro18561918,"Vigo, Pietro, 1856-1918",Person,Person
,"Viligiardus, Johannes Franciscus",,
villac,"Villa, C.",Person,Person
villacarlopietro,"Villa, Carlo Pietro",Person,Person
,"Villarosa, Pietro Notarbartolo di",,
,"Vilmondel, Étienne-Simon",,
vimaldelajarrige,Vimal de Lajarrige,,Person
vimallajarrige,Vimal-Lajarrige,,Person
vincentvangogh,Vincent Van Gogh,,Person
vincentianinscriptions,Vincentian inscriptions,,Type Provenance
vincentianstamps,Vincentian stamps,,Type Provenance
vincentians,Vincentians,,Organization
,Vincentius,,
vinters,Vinters,,Persons
,"Viotti, Erasmo, fl. 1578-1611",,
,"Viotti, Set,  fl. 1545-1579‏",,
,"Viotti, Set, fl. 1545-1579",,
vipers,Vipers,Animal,Animal
,Virgil,,
,"Virgin, Thore, 1886-1957",,
,Virginia,,
,"Visconti Borromeo, Pietro Francesco, 1747-1823",,
vitasotmari,Vita S. Otmari,,Misc
,"Vitali, Bernardino dei, active 1494-1539",,
viteljames,"Vitel, James",Person,Person
